"game_date","week","home_team","away_team","winner","tie","weekday","time","pts_win","pts_loss","yds_win","turnovers_win","yds_loss","turnovers_loss","home_team_name","home_team_city","away_team_name","away_team_city","total_attendance","home_attendance","away_attendance","weekly_attendance","wins","loss","points_for","points_against","points_differential","margin_of_victory","strength_of_schedule","simple_rating","offensive_ranking","defensive_ranking","playoffs","superbowl_winner","game_year"
2000-09-10,"2","Tennessee Titans","Kansas City Chiefs","Tennessee Titans",NA,"Sun",13:03:00,17,14,353,3,189,0,"Titans","Tennessee","Chiefs","Kansas City",1091274,547524,543750,68203,13,3,346,191,155,9.7,-1.3,8.3,1.5,6.8,1,0,2000
2000-09-10,"2","San Diego Chargers","New Orleans Saints","New Orleans Saints",NA,"Sun",16:15:00,28,27,323,3,188,2,"Chargers","San Diego","Saints","New Orleans",981863,433459,548404,51300,1,15,269,440,-171,-10.7,2.6,-8.1,-3.7,-4.4,0,0,2000
2000-09-10,"2","San Francisco 49ers","Carolina Panthers","Carolina Panthers",NA,"Sun",16:15:00,38,22,450,1,391,2,"49ers","San Francisco","Panthers","Carolina",1057954,541964,515990,66879,6,10,388,422,-34,-2.1,-1.7,-3.8,1.7,-5.5,0,0,2000
2000-09-10,"2","Seattle Seahawks","St. Louis Rams","St. Louis Rams",NA,"Sun",16:15:00,37,34,476,1,338,3,"Seahawks","Seattle","Rams","St. Louis",1029085,508367,520718,64869,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,0,0,2000
2000-09-10,"2","Detroit Lions","Washington Redskins","Detroit Lions",NA,"Sun",16:16:00,15,10,244,2,333,4,"Lions","Detroit","Redskins","Washington",1140926,607076,533850,74159,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,0,0,2000
2000-09-10,"2","Denver Broncos","Atlanta Falcons","Denver Broncos",NA,"Sun",16:16:00,42,14,407,0,186,3,"Broncos","Denver","Falcons","Atlanta",1140030,604042,535988,75466,11,5,485,369,116,7.3,-2.2,5,7.8,-2.7,1,0,2000
2000-09-10,"2","Arizona Cardinals","Dallas Cowboys","Arizona Cardinals",NA,"Sun",20:35:00,32,31,322,1,330,2,"Cardinals","Arizona","Cowboys","Dallas",893926,387475,506451,66009,3,13,210,443,-233,-14.6,-0.7,-15.2,-7.2,-8.1,0,0,2000
2000-09-11,"2","New York Jets","New England Patriots","New York Jets",NA,"Mon",21:09:00,20,19,330,1,293,0,"Jets","New York","Patriots","New England",1145146,623711,521435,77687,9,7,321,321,0,0,3.5,3.5,1.4,2.2,0,0,2000
2000-09-17,"3","Jacksonville Jaguars","Cincinnati Bengals","Jacksonville Jaguars",NA,"Sun",13:02:00,13,0,241,1,233,4,"Jaguars","Jacksonville","Bengals","Cincinnati",991957,482510,509447,45653,7,9,367,327,40,2.5,-1.4,1.1,3.2,-2.1,0,0,2000
2000-09-17,"3","Cleveland Browns","Pittsburgh Steelers","Cleveland Browns",NA,"Sun",13:02:00,23,20,377,1,336,1,"Browns","Cleveland","Steelers","Pittsburgh",1057139,581544,475595,73018,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,0,0,2000
2000-09-17,"3","Green Bay Packers","Philadelphia Eagles","Green Bay Packers",NA,"Sun",13:02:00,6,3,236,4,171,1,"Packers","Green Bay","Eagles","Philadelphia",1049602,478747,570855,59869,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,0,0,2000
2000-09-17,"3","Carolina Panthers","Atlanta Falcons","Atlanta Falcons",NA,"Sun",13:02:00,15,10,262,2,284,4,"Panthers","Carolina","Falcons","Atlanta",1095192,583489,511703,73025,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,0,0,2000
2000-09-17,"3","St. Louis Rams","San Francisco 49ers","St. Louis Rams",NA,"Sun",13:02:00,41,24,529,2,401,2,"Rams","St. Louis","49ers","San Francisco",1081368,528402,552966,65945,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,1,0,2000
2000-09-17,"3","New York Jets","Buffalo Bills","New York Jets",NA,"Sun",13:03:00,27,14,279,1,354,4,"Jets","New York","Bills","Buffalo",1145146,623711,521435,77884,9,7,321,321,0,0,3.5,3.5,1.4,2.2,0,0,2000
2000-09-17,"3","Detroit Lions","Tampa Bay Buccaneers","Tampa Bay Buccaneers",NA,"Sun",13:06:00,31,10,331,0,243,3,"Lions","Detroit","Buccaneers","Tampa Bay",1140926,607076,533850,76928,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,0,0,2000
2000-09-17,"3","Chicago Bears","New York Giants","New York Giants",NA,"Sun",15:16:00,14,7,409,1,228,1,"Bears","Chicago","Giants","New York",1080684,535552,545132,66944,5,11,216,355,-139,-8.7,2.4,-6.3,-6.4,0.1,0,0,2000
2000-09-17,"3","Oakland Raiders","Denver Broncos","Denver Broncos",NA,"Sun",16:05:00,33,24,387,1,263,4,"Raiders","Oakland","Broncos","Denver",998655,462515,536140,62078,12,4,479,299,180,11.3,-1.5,9.7,8,1.8,1,0,2000
2000-09-17,"3","Kansas City Chiefs","San Diego Chargers","Kansas City Chiefs",NA,"Sun",16:05:00,42,10,349,1,187,2,"Chiefs","Kansas City","Chargers","San Diego",1115272,631365,483907,77604,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,0,0,2000
2000-09-17,"3","Seattle Seahawks","New Orleans Saints","Seattle Seahawks",NA,"Sun",16:15:00,20,10,295,1,263,0,"Seahawks","Seattle","Saints","New Orleans",1029085,508367,520718,59513,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,0,0,2000
2000-09-17,"3","New England Patriots","Minnesota Vikings","Minnesota Vikings",NA,"Sun",16:15:00,21,13,315,2,267,1,"Patriots","New England","Vikings","Minnesota",1030594,482336,548258,60292,5,11,276,338,-62,-3.9,1.4,-2.5,-2.7,0.2,0,0,2000
2000-09-17,"3","Miami Dolphins","Baltimore Ravens","Miami Dolphins",NA,"Sun",20:36:00,19,6,258,1,262,1,"Dolphins","Miami","Ravens","Baltimore",1118883,589909,528974,73464,11,5,323,226,97,6.1,1,7.1,0,7.1,1,0,2000
2000-09-18,"3","Washington Redskins","Dallas Cowboys","Dallas Cowboys",NA,"Mon",21:01:00,27,21,332,2,331,2,"Redskins","Washington","Cowboys","Dallas",1174332,647424,526908,84431,8,8,281,269,12,0.8,0.2,1,-2.9,3.8,0,0,2000
2000-09-24,"4","Pittsburgh Steelers","Tennessee Titans","Tennessee Titans",NA,"Sun",13:01:00,23,20,372,3,364,1,"Steelers","Pittsburgh","Titans","Tennessee",987037,440426,546611,51769,9,7,321,255,66,4.1,-0.2,3.9,0.6,3.3,0,0,2000
2000-09-24,"4","Baltimore Ravens","Cincinnati Bengals","Baltimore Ravens",NA,"Sun",13:02:00,37,0,391,1,94,4,"Ravens","Baltimore","Bengals","Cincinnati",1062373,551695,510678,68481,12,4,333,165,168,10.5,-2.5,8,0,8,1,1,2000
2000-09-24,"4","Chicago Bears","Detroit Lions","Detroit Lions",NA,"Sun",13:02:00,21,14,274,1,401,5,"Bears","Chicago","Lions","Detroit",1080684,535552,545132,66944,5,11,216,355,-139,-8.7,2.4,-6.3,-6.4,0.1,0,0,2000
2000-09-24,"4","New Orleans Saints","Philadelphia Eagles","Philadelphia Eagles",NA,"Sun",13:02:00,21,7,268,2,287,4,"Saints","New Orleans","Eagles","Philadelphia",980803,504315,476488,64900,10,6,354,305,49,3.1,-2.2,0.9,-1.2,2.1,1,0,2000
2000-09-24,"4","Atlanta Falcons","St. Louis Rams","St. Louis Rams",NA,"Sun",13:02:00,41,20,395,2,286,4,"Falcons","Atlanta","Rams","St. Louis",964579,422814,541765,58761,4,12,252,413,-161,-10.1,1.5,-8.6,-5.7,-2.9,0,0,2000
2000-09-24,"4","Miami Dolphins","New England Patriots","Miami Dolphins",NA,"Sun",13:03:00,10,3,242,3,210,2,"Dolphins","Miami","Patriots","New England",1118883,589909,528974,73344,11,5,323,226,97,6.1,1,7.1,0,7.1,1,0,2000
2000-09-24,"4","Dallas Cowboys","San Francisco 49ers","San Francisco 49ers",NA,"Sun",13:05:00,41,24,439,0,298,3,"Cowboys","Dallas","49ers","San Francisco",1075470,504360,571110,64127,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3,0,0,2000
2000-09-24,"4","Arizona Cardinals","Green Bay Packers","Green Bay Packers",NA,"Sun",16:06:00,29,3,455,1,209,4,"Cardinals","Arizona","Packers","Green Bay",893926,387475,506451,71801,3,13,210,443,-233,-14.6,-0.7,-15.2,-7.2,-8.1,0,0,2000
2000-09-24,"4","Tampa Bay Buccaneers","New York Jets","New York Jets",NA,"Sun",16:15:00,21,17,296,3,239,4,"Buccaneers","Tampa Bay","Jets","New York",1080729,524775,555954,65619,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,1,0,2000
2000-09-24,"4","San Diego Chargers","Seattle Seahawks","Seattle Seahawks",NA,"Sun",16:15:00,20,12,269,2,303,2,"Chargers","San Diego","Seahawks","Seattle",981863,433459,548404,47233,1,15,269,440,-171,-10.7,2.6,-8.1,-3.7,-4.4,0,0,2000
2000-09-24,"4","Denver Broncos","Kansas City Chiefs","Kansas City Chiefs",NA,"Sun",16:16:00,23,22,294,3,342,3,"Broncos","Denver","Chiefs","Kansas City",1140030,604042,535988,74596,11,5,485,369,116,7.3,-2.2,5,7.8,-2.7,1,0,2000
2000-09-24,"4","Oakland Raiders","Cleveland Browns","Oakland Raiders",NA,"Sun",16:17:00,36,10,292,0,230,2,"Raiders","Oakland","Browns","Cleveland",998655,462515,536140,45702,12,4,479,299,180,11.3,-1.5,9.7,8,1.8,1,0,2000
2000-09-24,"4","New York Giants","Washington Redskins","Washington Redskins",NA,"Sun",20:37:00,16,6,394,0,261,1,"Giants","New York","Redskins","Washington",1135455,624085,511370,78216,12,4,328,246,82,5.1,-2.7,2.4,-1.3,3.8,1,0,2000
2000-09-25,"4","Indianapolis Colts","Jacksonville Jaguars","Indianapolis Colts",NA,"Mon",21:00:00,43,14,533,1,286,2,"Colts","Indianapolis","Jaguars","Jacksonville",1008013,454319,553694,56816,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,1,0,2000
2000-10-01,"5","Buffalo Bills","Indianapolis Colts","Indianapolis Colts",NA,"Sun",13:01:00,18,16,265,1,385,0,"Bills","Buffalo","Colts","Indianapolis",1098587,560695,537892,72617,8,8,315,350,-35,-2.2,2.2,0,0.5,-0.5,0,0,2000
2000-10-01,"5","Detroit Lions","Minnesota Vikings","Minnesota Vikings",NA,"Sun",13:01:00,31,24,439,0,355,1,"Lions","Detroit","Vikings","Minnesota",1140926,607076,533850,76438,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,0,0,2000
2000-10-01,"5","Carolina Panthers","Dallas Cowboys","Dallas Cowboys",NA,"Sun",13:02:00,16,13,291,2,272,2,"Panthers","Carolina","Cowboys","Dallas",1095192,583489,511703,73310,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,0,0,2000
2000-10-01,"5","St. Louis Rams","San Diego Chargers","St. Louis Rams",NA,"Sun",13:02:00,57,31,614,0,381,2,"Rams","St. Louis","Chargers","San Diego",1081368,528402,552966,66010,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,1,0,2000
2000-10-01,"5","Tennessee Titans","New York Giants","Tennessee Titans",NA,"Sun",13:03:00,28,14,436,1,215,4,"Titans","Tennessee","Giants","New York",1091274,547524,543750,68341,13,3,346,191,155,9.7,-1.3,8.3,1.5,6.8,1,0,2000
2000-10-01,"5","Cleveland Browns","Baltimore Ravens","Baltimore Ravens",NA,"Sun",13:03:00,12,0,348,1,230,4,"Browns","Cleveland","Ravens","Baltimore",1057139,581544,475595,73018,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,0,0,2000
2000-10-01,"5","Jacksonville Jaguars","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:03:00,24,13,332,3,206,2,"Jaguars","Jacksonville","Steelers","Pittsburgh",991957,482510,509447,64351,7,9,367,327,40,2.5,-1.4,1.1,3.2,-2.1,0,0,2000
2000-10-01,"5","Cincinnati Bengals","Miami Dolphins","Miami Dolphins",NA,"Sun",16:05:00,31,16,302,2,350,1,"Bengals","Cincinnati","Dolphins","Miami",967434,469992,497442,61535,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,0,0,2000
2000-10-01,"5","Denver Broncos","New England Patriots","New England Patriots",NA,"Sun",16:06:00,28,19,314,1,405,2,"Broncos","Denver","Patriots","New England",1140030,604042,535988,75684,11,5,485,369,116,7.3,-2.2,5,7.8,-2.7,1,0,2000
2000-10-01,"5","San Francisco 49ers","Arizona Cardinals","San Francisco 49ers",NA,"Sun",16:15:00,27,20,345,1,365,2,"49ers","San Francisco","Cardinals","Arizona",1057954,541964,515990,66985,6,10,388,422,-34,-2.1,-1.7,-3.8,1.7,-5.5,0,0,2000
2000-10-01,"5","Green Bay Packers","Chicago Bears","Chicago Bears",NA,"Sun",16:15:00,27,24,370,0,364,3,"Packers","Green Bay","Bears","Chicago",1049602,478747,570855,59869,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,0,0,2000
2000-10-01,"5","Washington Redskins","Tampa Bay Buccaneers","Washington Redskins",NA,"Sun",16:15:00,20,17,330,1,255,2,"Redskins","Washington","Buccaneers","Tampa Bay",1174332,647424,526908,83532,8,8,281,269,12,0.8,0.2,1,-2.9,3.8,0,0,2000
2000-10-01,"5","Philadelphia Eagles","Atlanta Falcons","Philadelphia Eagles",NA,"Sun",20:36:00,38,10,502,3,200,1,"Eagles","Philadelphia","Falcons","Atlanta",1039856,523531,516325,65424,11,5,351,245,106,6.6,-3.6,3.1,1,2.1,1,0,2000
2000-10-02,"5","Kansas City Chiefs","Seattle Seahawks","Kansas City Chiefs",NA,"Mon",21:00:00,24,17,378,0,289,2,"Chiefs","Kansas City","Seahawks","Seattle",1115272,631365,483907,82893,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,0,0,2000
2000-10-08,"6","Cincinnati Bengals","Tennessee Titans","Tennessee Titans",NA,"Sun",13:00:00,23,14,417,2,213,2,"Bengals","Cincinnati","Titans","Tennessee",967434,469992,497442,63406,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,0,0,2000
2000-10-08,"6","New York Jets","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:01:00,20,3,330,0,206,4,"Jets","New York","Steelers","Pittsburgh",1145146,623711,521435,78441,9,7,321,321,0,0,3.5,3.5,1.4,2.2,0,0,2000
2000-10-08,"6","Detroit Lions","Green Bay Packers","Detroit Lions",NA,"Sun",13:01:00,31,24,253,1,339,5,"Lions","Detroit","Packers","Green Bay",1140926,607076,533850,77549,9,7,307,307,0,0,1.4,1.4,-0.1,1.5,0,0,2000
2000-10-08,"6","New England Patriots","Indianapolis Colts","New England Patriots",NA,"Sun",13:02:00,24,16,301,0,408,3,"Patriots","New England","Colts","Indianapolis",1030594,482336,548258,60292,5,11,276,338,-62,-3.9,1.4,-2.5,-2.7,0.2,0,0,2000
2000-10-08,"6","Miami Dolphins","Buffalo Bills","Miami Dolphins",NA,"Sun",13:02:00,22,13,254,1,254,2,"Dolphins","Miami","Bills","Buffalo",1118883,589909,528974,73901,11,5,323,226,97,6.1,1,7.1,0,7.1,1,0,2000
2000-10-08,"6","Philadelphia Eagles","Washington Redskins","Washington Redskins",NA,"Sun",13:02:00,17,14,407,2,274,4,"Eagles","Philadelphia","Redskins","Washington",1039856,523531,516325,65491,11,5,351,245,106,6.6,-3.6,3.1,1,2.1,1,0,2000
2000-10-08,"6","Chicago Bears","New Orleans Saints","New Orleans Saints",NA,"Sun",13:03:00,31,10,403,1,245,3,"Bears","Chicago","Saints","New Orleans",1080684,535552,545132,66944,5,11,216,355,-139,-8.7,2.4,-6.3,-6.4,0.1,0,0,2000
2000-10-08,"6","San Francisco 49ers","Oakland Raiders","Oakland Raiders",NA,"Sun",16:00:00,34,28,471,2,472,2,"49ers","San Francisco","Raiders","Oakland",1057954,541964,515990,68344,6,10,388,422,-34,-2.1,-1.7,-3.8,1.7,-5.5,0,0,2000
2000-10-08,"6","Atlanta Falcons","New York Giants","New York Giants",NA,"Sun",16:05:00,13,6,255,2,238,3,"Falcons","Atlanta","Giants","New York",964579,422814,541765,50947,4,12,252,413,-161,-10.1,1.5,-8.6,-5.7,-2.9,0,0,2000
2000-10-08,"6","Carolina Panthers","Seattle Seahawks","Carolina Panthers",NA,"Sun",16:15:00,26,3,447,1,209,0,"Panthers","Carolina","Seahawks","Seattle",1095192,583489,511703,72192,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,0,0,2000
2000-10-08,"6","San Diego Chargers","Denver Broncos","Denver Broncos",NA,"Sun",16:15:00,21,7,304,0,277,3,"Chargers","San Diego","Broncos","Denver",981863,433459,548404,56079,1,15,269,440,-171,-10.7,2.6,-8.1,-3.7,-4.4,0,0,2000
2000-10-08,"6","Arizona Cardinals","Cleveland Browns","Arizona Cardinals",NA,"Sun",16:15:00,29,21,315,2,240,0,"Cardinals","Arizona","Browns","Cleveland",893926,387475,506451,44296,3,13,210,443,-233,-14.6,-0.7,-15.2,-7.2,-8.1,0,0,2000
2000-10-08,"6","Jacksonville Jaguars","Baltimore Ravens","Baltimore Ravens",NA,"Sun",20:35:00,15,10,194,1,348,6,"Jaguars","Jacksonville","Ravens","Baltimore",991957,482510,509447,65194,7,9,367,327,40,2.5,-1.4,1.1,3.2,-2.1,0,0,2000
2000-10-09,"6","Minnesota Vikings","Tampa Bay Buccaneers","Minnesota Vikings",NA,"Mon",21:10:00,30,23,322,2,346,3,"Vikings","Minnesota","Buccaneers","Tampa Bay",1029262,513322,515940,64162,11,5,397,371,26,1.6,0.3,1.9,4.3,-2.3,1,0,2000
2000-10-15,"7","Kansas City Chiefs","Oakland Raiders","Oakland Raiders",NA,"Sun",13:00:00,20,17,391,1,346,1,"Chiefs","Kansas City","Raiders","Oakland",1115272,631365,483907,79025,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,0,0,2000
2000-10-15,"7","Buffalo Bills","San Diego Chargers","Buffalo Bills",NA,"Sun",13:01:00,27,24,424,2,303,4,"Bills","Buffalo","Chargers","San Diego",1098587,560695,537892,72351,8,8,315,350,-35,-2.2,2.2,0,0.5,-0.5,0,0,2000
2000-10-15,"7","Pittsburgh Steelers","Cincinnati Bengals","Pittsburgh Steelers",NA,"Sun",13:01:00,15,0,274,0,232,3,"Steelers","Pittsburgh","Bengals","Cincinnati",987037,440426,546611,54328,9,7,321,255,66,4.1,-0.2,3.9,0.6,3.3,0,0,2000
2000-10-15,"7","Washington Redskins","Baltimore Ravens","Washington Redskins",NA,"Sun",13:01:00,10,3,246,2,199,1,"Redskins","Washington","Ravens","Baltimore",1174332,647424,526908,83252,8,8,281,269,12,0.8,0.2,1,-2.9,3.8,0,0,2000
2000-10-15,"7","St. Louis Rams","Atlanta Falcons","St. Louis Rams",NA,"Sun",13:02:00,45,29,529,1,259,1,"Rams","St. Louis","Falcons","Atlanta",1081368,528402,552966,66019,10,6,540,471,69,4.3,-1.2,3.1,12.6,-9.5,1,0,2000
2000-10-15,"7","New York Giants","Dallas Cowboys","New York Giants",NA,"Sun",13:03:00,19,14,311,0,269,5,"Giants","New York","Cowboys","Dallas",1135455,624085,511370,78189,12,4,328,246,82,5.1,-2.7,2.4,-1.3,3.8,1,0,2000
2000-10-15,"7","New Orleans Saints","Carolina Panthers","New Orleans Saints",NA,"Sun",13:04:00,24,6,397,3,141,2,"Saints","New Orleans","Panthers","Carolina",980803,504315,476488,50015,10,6,354,305,49,3.1,-2.2,0.9,-1.2,2.1,1,0,2000
2000-10-15,"7","Seattle Seahawks","Indianapolis Colts","Indianapolis Colts",NA,"Sun",16:05:00,37,24,499,1,317,3,"Seahawks","Seattle","Colts","Indianapolis",1029085,508367,520718,63593,6,10,320,405,-85,-5.3,1.6,-3.7,-1.4,-2.3,0,0,2000
2000-10-15,"7","New England Patriots","New York Jets","New York Jets",NA,"Sun",16:05:00,34,17,294,1,249,6,"Patriots","New England","Jets","New York",1030594,482336,548258,60292,5,11,276,338,-62,-3.9,1.4,-2.5,-2.7,0.2,0,0,2000
2000-10-15,"7","Denver Broncos","Cleveland Browns","Denver Broncos",NA,"Sun",16:06:00,44,10,499,0,278,3,"Broncos","Denver","Browns","Cleveland",1140030,604042,535988,75811,11,5,485,369,116,7.3,-2.2,5,7.8,-2.7,1,0,2000
2000-10-15,"7","Arizona Cardinals","Philadelphia Eagles","Philadelphia Eagles",NA,"Sun",16:15:00,33,14,391,0,305,3,"Cardinals","Arizona","Eagles","Philadelphia",893926,387475,506451,38293,3,13,210,443,-233,-14.6,-0.7,-15.2,-7.2,-8.1,0,0,2000
2000-10-15,"7","Green Bay Packers","San Francisco 49ers","Green Bay Packers",NA,"Sun",16:15:00,31,28,378,0,414,0,"Packers","Green Bay","49ers","San Francisco",1049602,478747,570855,59870,9,7,353,323,30,1.9,0.6,2.5,1.8,0.7,0,0,2000
2000-10-15,"7","Chicago Bears","Minnesota Vikings","Minnesota Vikings",NA,"Sun",20:35:00,28,16,368,1,294,0,"Bears","Chicago","Vikings","Minnesota",1080684,535552,545132,66944,5,11,216,355,-139,-8.7,2.4,-6.3,-6.4,0.1,0,0,2000
2000-10-16,"7","Tennessee Titans","Jacksonville Jaguars","Tennessee Titans",NA,"Mon",21:10:00,27,13,409,1,304,2,"Titans","Tennessee","Jaguars","Jacksonville",1091274,547524,543750,68498,13,3,346,191,155,9.7,-1.3,8.3,1.5,6.8,1,0,2000
2000-10-19,"8","Tampa Bay Buccaneers","Detroit Lions","Detroit Lions",NA,"Thu",20:35:00,28,14,277,0,258,4,"Buccaneers","Tampa Bay","Lions","Detroit",1080729,524775,555954,65557,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,1,0,2000
2000-10-22,"8","Dallas Cowboys","Arizona Cardinals","Dallas Cowboys",NA,"Sun",13:00:00,48,7,347,0,276,3,"Cowboys","Dallas","Cardinals","Arizona",1075470,504360,571110,62981,5,11,294,361,-67,-4.2,-0.4,-4.6,-1.5,-3,0,0,2000
2000-10-22,"8","Indianapolis Colts","New England Patriots","Indianapolis Colts",NA,"Sun",13:00:00,30,23,398,1,386,1,"Colts","Indianapolis","Patriots","New England",1008013,454319,553694,56828,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,1,0,2000
2000-10-22,"8","Kansas City Chiefs","St. Louis Rams","Kansas City Chiefs",NA,"Sun",13:00:00,54,34,468,0,428,4,"Chiefs","Kansas City","Rams","St. Louis",1115272,631365,483907,79142,7,9,355,354,1,0.1,0.6,0.6,0.1,0.6,0,0,2000
2000-10-22,"8","Cincinnati Bengals","Denver Broncos","Cincinnati Bengals",NA,"Sun",13:00:00,31,21,421,1,500,3,"Bengals","Cincinnati","Broncos","Denver",967434,469992,497442,61603,4,12,185,359,-174,-10.9,0.4,-10.5,-8.1,-2.4,0,0,2000
2000-10-22,"8","Minnesota Vikings","Buffalo Bills","Minnesota Vikings",NA,"Sun",13:02:00,31,27,348,1,406,1,"Vikings","Minnesota","Bills","Buffalo",1029262,513322,515940,64116,11,5,397,371,26,1.6,0.3,1.9,4.3,-2.3,1,0,2000
2000-10-22,"8","Carolina Panthers","San Francisco 49ers","Carolina Panthers",NA,"Sun",13:02:00,34,16,390,0,411,2,"Panthers","Carolina","49ers","San Francisco",1095192,583489,511703,73169,7,9,310,310,0,0,-1.1,-1.1,-3.6,2.5,0,0,2000
2000-10-22,"8","Baltimore Ravens","Tennessee Titans","Tennessee Titans",NA,"Sun",13:02:00,14,6,191,2,368,4,"Ravens","Baltimore","Titans","Tennessee",1062373,551695,510678,69200,12,4,333,165,168,10.5,-2.5,8,0,8,1,1,2000
2000-10-22,"8","Philadelphia Eagles","Chicago Bears","Philadelphia Eagles",NA,"Sun",13:03:00,13,9,298,2,274,1,"Eagles","Philadelphia","Bears","Chicago",1039856,523531,516325,65553,11,5,351,245,106,6.6,-3.6,3.1,1,2.1,1,0,2000
2000-10-22,"8","Atlanta Falcons","New Orleans Saints","New Orleans Saints",NA,"Sun",13:05:00,21,19,402,1,278,0,"Falcons","Atlanta","Saints","New Orleans",964579,422814,541765,56508,4,12,252,413,-161,-10.1,1.5,-8.6,-5.7,-2.9,0,0,2000
2000-10-22,"8","Oakland Raiders","Seattle Seahawks","Oakland Raiders",NA,"Sun",16:05:00,31,3,380,1,283,3,"Raiders","Oakland","Seahawks","Seattle",998655,462515,536140,57490,12,4,479,299,180,11.3,-1.5,9.7,8,1.8,1,0,2000
2000-10-22,"8","Pittsburgh Steelers","Cleveland Browns","Pittsburgh Steelers",NA,"Sun",16:05:00,22,0,248,0,104,3,"Steelers","Pittsburgh","Browns","Cleveland",987037,440426,546611,57659,9,7,321,255,66,4.1,-0.2,3.9,0.6,3.3,0,0,2000
2000-10-22,"8","Jacksonville Jaguars","Washington Redskins","Washington Redskins",NA,"Sun",16:15:00,35,16,399,2,385,4,"Jaguars","Jacksonville","Redskins","Washington",991957,482510,509447,69061,7,9,367,327,40,2.5,-1.4,1.1,3.2,-2.1,0,0,2000
2000-10-23,"8","New York Jets","Miami Dolphins","New York Jets",NA,"Mon",21:10:00,40,37,455,4,433,3,"Jets","New York","Dolphins","Miami",1145146,623711,521435,78389,9,7,321,321,0,0,3.5,3.5,1.4,2.2,0,0,2000
2000-10-29,"9","Tampa Bay Buccaneers","Minnesota Vikings","Tampa Bay Buccaneers",NA,"Sun",13:01:00,41,13,413,0,401,3,"Buccaneers","Tampa Bay","Vikings","Minnesota",1080729,524775,555954,65589,10,6,388,269,119,7.4,-0.1,7.3,3.4,3.9,1,0,2000
2000-10-29,"9","Buffalo Bills","New York Jets","Buffalo Bills",NA,"Sun",13:01:00,23,20,338,0,337,4,"Bills","Buffalo","Jets","New York",1098587,560695,537892,72861,8,8,315,350,-35,-2.2,2.2,0,0.5,-0.5,0,0,2000
2000-10-29,"9","Miami Dolphins","Green Bay Packers","Miami Dolphins",NA,"Sun",13:02:00,28,20,296,1,319,2,"Dolphins","Miami","Packers","Green Bay",1118883,589909,528974,73740,11,5,323,226,97,6.1,1,7.1,0,7.1,1,0,2000
2000-10-29,"9","Baltimore Ravens","Pittsburgh Steelers","Pittsburgh Steelers",NA,"Sun",13:02:00,9,6,231,1,274,3,"Ravens","Baltimore","Steelers","Pittsburgh",1062373,551695,510678,69405,12,4,333,165,168,10.5,-2.5,8,0,8,1,1,2000
2000-10-29,"9","Atlanta Falcons","Carolina Panthers","Atlanta Falcons",NA,"Sun",13:02:00,13,12,281,3,209,4,"Falcons","Atlanta","Panthers","Carolina",964579,422814,541765,46178,4,12,252,413,-161,-10.1,1.5,-8.6,-5.7,-2.9,0,0,2000
2000-10-29,"9","Cleveland Browns","Cincinnati Bengals","Cincinnati Bengals",NA,"Sun",13:03:00,12,3,253,1,182,1,"Browns","Cleveland","Bengals","Cincinnati",1057139,581544,475595,73118,3,13,161,419,-258,-16.1,1.5,-14.6,-9.1,-5.5,0,0,2000
2000-10-29,"9","Indianapolis Colts","Detroit Lions","Indianapolis Colts",NA,"Sun",14:00:00,30,18,420,5,328,4,"Colts","Indianapolis","Lions","Detroit",1008013,454319,553694,56971,10,6,429,326,103,6.4,1.5,7.9,7.1,0.8,1,0,2000
2000-10-29,"9","Arizona Cardinals","New Orleans Saints","New Orleans Saints",NA,"Sun",16:05:00,21,10,247,1,394,4,"Cardinals","Arizona","Saints","New Orleans",893926,387475,506451,35286,3,13,210,443,-233,-14.6,-0.7,-15.2,-7.2,-8.1,0,0,2000
